index,content
26,新浪科技孟鸿   上周五，金山软件(3888.HK)在香港联交所披露的公告显示，旗下游戏子公司西山居获得来自小米2000万美元以及金山500万美元新一轮融资   本次融资完成后，金山将持有西山居76.4706%的股份、西山居管理团队将持有18.8235%的股份，小米将持有4.7%的股份 这是2011年西山居MBO(管理层收购)后，首度对外融资 根据已披露的数据推算，本轮融资中西山居整体作价4亿美元   奔驰内的15分钟   去年11月的一个傍晚，小米同时也是金山董事长雷军、西山居CEO邹涛及CTO陈飞舟同车前往珠海高新区赴会 陈飞舟开车另外两人坐在后排 途中，雷军提出小米有意和金山一起入资西山居，加速移动游戏发力，邹涛当即同意 整个过程前后不到15分钟   这个细节来自坊间人士的转述 据说几人当时在奔驰车上一共谈了三件大事，小米入资西山居仅是其中之一，而另外两件具体内容不得而知   总而言之，小米和金山联手向西山居注资2500万美元一事，最终在刚刚过去的情人＋元宵双节正式对外公告 公告中透露，小米和西山居将在网络游戏方面共同拓展，并且寻求手机游戏领域的合作契机，小米也将成为西山居手机游戏的战略分销伙伴   种种迹象表明雷军已经准备在移动游戏领域大展拳脚 一个月前，小米重金挖角麒麟游戏CEO尚进加盟，执掌小米的移动游戏平台 这一次，雷军将目光聚焦在低调发展多年的西山居身上 此前的数据显示，小米已经快速成为国内第四大移动应用分发平台   在国内移动游戏市场话语权被分发平台占据的背景下，游戏研发商的日子变得愈发艰难起来，有的研发商为了生存甚至不得不接受1:9的分成条款，如何有效向平台商争取推荐资源是所有游戏研发商心中的痛 因此，西山居和小米的联手留下更多的想象空间   西山居价值几何，至少有两种不同的算法 一是按照此次小米的投资金额和占股比例计算，西山居估值4亿美元；二是按照金山目前约36亿美元的市值，而西山居占金山利润的70%来计算，西山居的估值则可能已经超过10亿美元   有投资界人士对新浪科技表示，两种估值之间的差距，表明小米和西山居此次联手无疑是一次战略性融资 西山居有意发力移动游戏，而小米是合作的不二之选   MBO后的西山居   如今的西山居和几年前反差鲜明 PC时代曾先后推出《剑侠情缘》、《封神榜》、《剑网3》等网游作品的西山居，在2011年宣布MBO之前只能说是百废待兴   2009到2010年，金山经历了最风云飘摇的两年，很多老金山人的陆续离开或创业或加盟他家令人惋惜，直到2011年底管理层开始自掏腰包回购股份，独立出来的西山居等同于体制内创业，西山居管理层开始与金山公司共同承担经营风险   MBO之前，有消息称《剑网3》当时一个月的收入曾跌到几百万元 时隔2年多，目前据说《剑网3》单月营收已经已经近亿，连续两年实现收入100%增长   MBO给金山在游戏业务上带来了中兴 据一位曾担任西山居核心岗位的离职员工回忆，邹涛曾多次在内部会议上强调，相较于之前，今天的西山居已经不缺钱，缺的是布局移动游戏市场所需要的各种匹配资源和人才，未来移动游戏是公司全力以赴必须要拿下的阵地   就像80年代的联产承包责任制调动了人们的生产积极性，MBO则激发了西山居员工大干一番的决心 CEO邹涛开始对西山居的组织架构进行重组，一些离职员工也开始回归   2013年初，离开金山选择独立创业近5年的郑可在北京丽亭华苑酒店与邹涛见面 “西山居在移动领域将要有大动作，兄弟过来一起做吧，抱团打天下”，邹涛再次向郑可提出了邀约 凌晨5点多郑可从酒店出来时北京下起了2013年第一场鹅毛大雪 4个月后，郑可回归   现任西山居副总裁郑可后来回忆说：“MBO之后的西山居整个复兴我应该是旁观者中了解最多的，金山人做事是最具韧劲的，只要认准的了的事情，步步为营，锲而不舍 MBO之后从外界看业绩蒸蒸日上，但实为不易，成功更多的还是实力和内功，没有一丝一毫侥幸”   移动战略首度曝光   实际上，西山居的移动布局始于2011年 消息人士透露，MBO之后邹涛在内部定了两个核心战略，一个是《剑网3》要持续高速增长，这款游戏是西山居的现金来源，也是进行移动游戏战略布局的基础；另一个战略是3年内要在移动游戏领域取得突破   “这两个战略上，第一个完成的很好，但反观移动战略目前来看没有太大成绩，可以说移动游戏团队在2014年的压力相当大 西山居对移动游戏的决战心态也可能是西山居联姻小米背后深层次的原因”，上述消息人士如是说   据了解，近年来西山居已经吸纳了来自多家一线公司的核心制作团队加入，目前已经有近300人在做移动游戏，进行研发的移动游戏产品超过10款，预计年内会重点主推出3~5款游戏   例如《剑网2》主策划刘希正带队研发移动游戏《神之遗迹》，这款产品采用了虚幻3引擎开发，团队规模接近百人；另一款动作格斗游戏《斗战西游》也将在今年推向市场；而西山居当家卡牌手游《剑侠情缘》有望在上半年测试，而此腾讯系团队制作的《三国X》也在推进之中   目前西山居在移动游戏项目上，对于优秀的团队可以给予一定比例的股份，而研发、推广资金全部由西山居承担，据称这一举措对创业团队有相当的吸引力   知情人士透露，目前西山居主要管理层全部在珠海参加2014年发展战略大会，而本次小米的入股被内部定义为打响在移动游戏的第一枪 4月底，西山居或将召开首个对外的产品战略发布会，公开布局了2年之久的移动战略   这次在西山居高管大会的目标是：未来3-5年移动游戏市场只会留下不到10%的幸存者，西山居要利用好资金储备、人才优势，研发积累并最终做到行业前三
27,9月15日晚间，金山软件发布公告表示，成都西山居、珠海乐趣及现有股东订立出资及股份购买协议 珠海乐趣将增加注册资本约人民币49万元，而成都西山居将以认购价约人民币4000万元(溢价约人民币3951万元)全数认购所有有关额外注册资本以持有珠海乐趣16%的股权 此外，成都西山居将以总价约人民币1000万元进一步收购现有股东于转让时持有的合共4%的珠海乐趣股权 成都西山居收购珠海乐趣20%股份   达成出资及股份购买协议后，金山软件将通过其附属公司成都西山居于珠海乐趣持有20%的股权，而珠海乐趣将不再为金山软件的附属公司 资料显示，金山西山居1995年5月成立于珠海，是国内最早的游戏工作室 制作了“剑侠情缘”系列、《九天神话》、《格斗灌篮王》、《宠物城堡》等多款游戏产品 2011年4月，西山居实现相对独立的子公司化运营 珠海乐趣专注于网络游戏，产品线包括以FLASHAS为主的网页游戏以及iPhone、Android等移动设备客户端游戏等
28,新浪科技讯4月18日上午消息，创新工场宣布携手金山软件旗下最大的游戏工作室——西山居游戏工作室，共同投资成立了一支新的网游团队---“珠海心游科技有限公司”   该团队由原金山游戏副总裁湛振阳担任项目负责人，除共同资金支持外，创新工场还将为投资的团队提供融资、商业、技术、市场、人力、法律、财务、CEO培养、知识产权保护、各种相关培训等服务和辅导   自2009年9月创立至今1年半时间里，创新工场已经投资孵化了23个项目，投资金额近1.5亿人民币   谈及西山居此次大力度支持内部员工创业，西山居CEO邹涛表示：“这是西山居MBO后一系列改革措施的一部分，西山居自2009年来就针对如何吸引人才、保留人才、激励人才展开积极尝试，目前已形成一套面向不同类型、不同阶段团队的不同机制 ”   他表示：“具体有三种模式：第一种——对于已运营产品团队，采取更合理、更灵活的激励手段，在分配体制上做重大调整；第二种——引入内部创业机制，对于相对市场比较成熟，项目管理和经验比较优秀的团队，采取子公司模式，团队通过努力可以获得控股的地位；第三种——编外创业：对于想打造新的品牌，开辟新的产品线并且有创业激情和能力的团队，西山居将从资金、技术、人才等各方面支持团队创业，形成一个更广泛的娱乐联盟 随着西山居股份转让工作的完成，各项内容也将陆续出台，相信对于想做游戏、做好游戏的行业精英会有很大吸引力！”(水水)
29,腾讯瞄上国产游戏公司，1.4亿美元入股金山子公司西山居。据金山软件公告，公司宣布与腾讯加强游戏业务合作，腾讯战略入股金山软件旗下游戏子公司西山居，占其已发行总股份比例为9.9%。至于双方合作的理由，公告表示，西山居集团可以充分利用腾讯集团的资源优势， 继续扩充核心用户、提高市场份额。据公告，腾讯通过旗下全资子公司，从金山软件全资子公司Kingsoft Entertainment和其他西山居其他股东（包括WestGame Holdings Limited、United Websoft Inc及Xiaomi Ventures Limited）处收购西山居股份，合计对价14亿美元。根据金山软件的公告显示，双方交易的前提是，腾讯将对西山居自有新游戏有优先合作权和购买权。具体来说，西山居将与腾讯将签订业务合作协议。根据协议，如果西山居不自行发行和运营自有新游戏，则腾讯对该新游戏的简体中文版在中国大陆地区的发行和运营享有独家优先合作权；如果西山居向任何外部第三方出售与其自有游戏有关的若干知识产权，则腾讯在同等条件下有优先购买权。去年2月19日，西山居就已经和腾讯深圳订立游戏运营协议，西山居将授权腾讯集团运营，而腾讯集团将运营由西山居开发及拥有的手机游戏，或西山居获授权运营的手机游戏。西山居原为金山软件1995年5月成立的工作室，后来西山居从金山软件中拆分出来独立运营。交易完成后，金山持有西山居股份将有71.99%減少至67.65%。
30,上周五，金山软件(3888.HK)在香港联交所披露的公告显示，旗下游戏子公司西山居获得来自小米2000万美元以及金山500万美元新一轮融资。本次融资完成后，金山将持有西山居76.4706%的股份、西山居管理团队将持有18.8235%的股份，小米将持有4.7%的股份。这是2011年西山居MBO(管理层收购)后，首度对外融资。根据已披露的数据推算，本轮融资中西山居整体作价4亿美元。西山居价值几何，至少有两种不同的算法。一是按照此次小米的投资金额和占股比例计算，西山居估值4亿美元；二是按照金山目前约36亿美元的市值，而西山居占金山利润的70%来计算，西山居的估值则可能已经超过10亿美元。有投资界人士对新浪科技表示，两种估值之间的差距，表明小米和西山居此次联手无疑是一次战略性融资。西山居有意发力移动游戏，而小米是合作的不二之选。
31,腾讯战略入股老牌游戏公司西山居，占总股份比例为9.9%，交易金额达1.43亿美元。据悉，腾讯战略入股西山居交易完成后，腾讯将总共持有西山居股份达9000多万股，占西山居已发行股份总数的9.9%。根据双方合作协议，若西山居决定不自行发行和运营自有新游戏时，腾讯对该新游戏的简体中文版，在中国大陆地区的发行和运营享有独家优先合作权；若西山居拟向出售自有游戏有关的知识产权时，则腾讯在同等条件下可优先购买权。实际上，双方的“联姻”也并非首次。去年年初，腾讯互娱就与西山居就《剑侠情缘手游》、《剑网3：指尖江湖》上达成代理合作。在腾讯分发的助推下，《剑侠》首月流水破5亿，连续11个月在iOS畅销榜盘踞TOP10。金山软件CEO兼西山居CEO邹涛认为，对金山软件而言，腾讯作为股东在此前的网络安全业务中发挥了不可替代的作用，此次腾讯战略入股西山居，是金山软件与腾讯的合作升级。而对西山居而言，这是一次水到渠成的战略升级。腾讯高级副总裁马晓轶表示，腾讯与西山居在游戏业务方面有高度的互补性，望西山居能够借助腾讯平台的优势打造更多精品游戏。
32,近日：腾讯战略入股金山软件旗下的西山居，交易完成后，腾讯将总共持有90896795股，腾讯此次投入的总现金达1.43亿美元。金山软件CEO邹涛说，腾讯以15亿美金估值入股西山居，双方在产品研发、发行、运营领域，进行更加深入的合作。其实：早在2011年，腾讯曾入股金山软件，收购金山近16%股权。根据金山软件的公告显示，腾讯对于西山居新游戏的简体中文版在中国大陆地区的发行和运营享有独家优先合作权;西山居游戏的知识产权，腾讯在同等条件下有优先购买权。当然，腾讯入股后，西山居仍然保持独立的业务发展与决策管理。对于西山居来说，自身与小米、腾讯达成了产业战线联盟，将使西山居站在更高的起点，拥有更广阔的舞台。此前与西山居的合作让腾讯尝到了“甜头”，选择入股西山居或许可以弥补自身的短版，这或许是一个试图在游戏份额和收入上与网易拉开差距的选择。
33,新浪科技讯9月22日上午消息，自驾租车网站“租租车”今天确认完成1000万美元的A轮融资，投资方为启明创投   租租车总部位于广州，2011年上线 与神州租车等行业巨头不同，租租车并不组建车队，也不直接提供租车服务，而是整合了国内外的租车服务，用户可在该平台上选择其他平台的租赁车辆   截至目前，该网站已经覆盖了176个国家的600多家国际租车公司，总计30000多个门店；累计服务超过100万人次的用户，每月有一半订单来自口碑传播   国际市场在租租车的业务构成中占据相当大的比重 该公司CEO李斌透露，目前其国际租车业务的预订量超过10万车/天(租车业描述订单量的一个单位) (彦飞)
34,[摘要]租租车总部在广州，于2011年上线，此次融资的投资方为启明创投  腾讯科技讯（范晓东）9月22日，据环球旅讯报道，全球自驾游租车预订网站租租车近日完成A轮1000万美元融资，投资方为启明创投 租租车总部在广州，于2011年上线 据租租车联合创始人李斌介绍，发展早期，租租车定位于国内外租车市场的比价搜索平台，为品牌租车连锁企业等带来流量，但随着出境自由行的爆发性增长以及海外自驾这种新兴的旅行形态的兴起，租租车的国际租车业务比重不断加大，据李斌透露，目前租租车的国际租车业务月预订，超过10万车/天（租车业描述订单量的一个单位) 与国内租车市场不同，针对中国出境旅行者的国际租车市场是一个信息不对称的市场，因为国外的租车预订网站都是以外文描述，再加上各家租车公司对中国驾照、驾车过境的不同规定，以及保险、境外支付等问题，所以中国旅行者在使用国外的租车服务时存在很多痛点 租租车目前拥有140家租车供应商，对接了境外多家租车公司或批发商的后台系统，对分布于全球的3万多个租车服务网点进行信息采集工作，并针对中文用户将这些信息做了结构优化，为用户提供免费租用中文GPS的服务 租租车无须引导用户外链到供应商官网预订，而是在自己的网站为用户提供一站式的搜索、比价、预订，甚至支付服务 目前，租租车提供“预先全额付费”、“先付小额订金”、“全额到柜台付费”三种预订模式 从这一点看，租租车可视作为国外租车公司提供产品分销服务的OTA 李斌还表示，去哪儿海外自驾频道将对接租租车的产品库存
35,近日，36氪获悉，海外租车平台租租车获数亿元的B+轮融资，这是继5月份完成B轮融资后的又一笔融资，领投方来自广发证券旗下直投基金广发信德，B轮和B+轮融资总额达到7亿人民币租租车联合创始人李斌向36氪表示，这轮融资的主要用途是进行市场教育、产品优化和品牌推广。在国人境外自由行日渐升温的趋势下，这一市场的潜力也将得到更大挖掘。海外租车相对是一个较重的“苦差事”，除了对接好全球分散的上游租车公司供应商，还要对下游的同样分散的客户进行服务。租租车平台从2011年7月开始上线，主要通过网站和App渠道，为中国游客提供海外租车及相关服务。经过五年的发展，目前公司业务已经覆盖全球北美、欧洲和澳大利亚等多个国家和地区，覆盖的门店也已经有6万多个，累计服务用户超过500万。也正是五年重模式的业务沉淀，也让租租车建立了相应的产品壁垒。具体来说，国人海外租车除了遇到语言问题之外，还会在驾照、保险和服务方面遇到不少障碍。租租车提供了相应国际驾照认证服务，并在驾照认证业务上越来越简化，解决了海外租车领域最大难点。此外，针对海外自驾导航和保险的问题，平台也提供探途手机离线导航和定制的保险服务。在这个目的地市场相对细分领域，海外租车平台的服务已经被打磨得日渐成熟。目前租租车的业务主要覆盖北美地区，比重占到超过三成，其次是澳洲新西兰，以及欧洲等几大主要市场。在不同区域市场上，用户的租车行为也呈现较大差异。比如游客在北美平均自驾天数最长，达8.4天；大部分游客在东南亚均为短期自驾，约4.8天。受租期影响，北美的平均客单价最高，达到2869元。东南亚最低，为938元。
36,今日，海外租车平台“租租车”宣布已完成数千万美元 B 轮融资，目前资金已全部到账，不过投资方等具体信息尚未披露，此外，其 B+ 轮融资也正在进行。据了解，2011年租租车曾获得经纬中国300万元人民币的天使投资，2014年9月获启明创投领投的1000万美元A轮融资。租租车模式类似海外租车领域的去哪儿，通过和境外的大型租车公司合作，为出境自驾的中国用户提供目的地租车的搜索以及预订服务。截止目前，租租车平台已经覆盖全球180个国家、5000多个城市、60000多个门店的自驾游租车，以及配套产品和服务。官方表示，平台上线5年来，已为超过300万中国游客提供了出境自驾游服务。据悉，目前持中国驾照已可在全世界近180个国家和地区租车自驾，出境自驾游逐渐成为高层次旅游需求群体的出行风潮。据统计，2015年中国互联网境外租车市场交易规模达到131.3亿元人民币，2016年交易规模预计环比增长88.6%。此外，2015年出境自驾游人次同比增长130%，而租租车平台境外租车需求同比增长约为600%。
37,海外租车平台“租租车”向36氪确认，他们已经拿到了1000万美元A轮融资，该轮融资的投资方为启明创投。“租租车”是一个2011年年底上线的海外租车平台，模式类似海外租车领域的去哪儿，通过和境外的大型租车公司合作，为出境自驾的中国用户提供目的地租车的搜索以及预订服务。该轮融资完成后，租租车会继续进行产品的优化，市场推广，以及提升上游供应链的标准化程度。租租车创始人Ken和我说，其实做海外租车是一个苦活，有很多相对中国用户而言不标准的地方，他们希望可以把各个环节做得更标准化。比如每个租车公司乃至每个租车公司的门店都会有自身很特色的一些规则，比如对中国驾照的不同规定，比如各家公司会提供不同特色的保险种类，他们就通过和这些租车公司的五万家门店一家家商谈来进行标准化的合作。而这个提升标准化程度的工作在未来还会更多地进行。根据租租车提供的数据，其上线至今目前共服务一百多万人次的用户，每个月有一半订单是来自口碑传播。而Ken说，大家都看好出境游的增长前景，因为出境游每年有20%的增长空间，但就他们的数据来看，租车/自驾这个细分出境市场则增长得更快，其每个季度的复合增长率都有100%，今年其增长率更是接近200%。不过目前来看，海外租车市场仍然非常小，尽管携程也在耕耘这块市场，但大多数的国内用户还是直接到各大租车公司官网进行预订，或者是在繁复的条款和语言问题前望而却步，租租车就希望通过自己对这些问题进行优化处理，来降低国人出境租车的门槛，从而获得一个更大的增量市场。
38,“租租车”完成数千万美元B轮融资，从细分领域抢占“出境游”千亿市场.投资界5月26日消息，出境自驾游租车公司“租租车”宣布完成数千万美元B轮融资，同时B+轮融资也在进行当中。但暂无公开具体投资方。据新芽NewSeed数据显示，“租租车”于2011年获得经纬中国1000万人民币天使轮融资，并于2014年9月完成由启明创投领投、经纬中国跟投的1000万美元A轮融资。“租租车”是全球自驾游租车公司，2011年创立于广州，致力于打造成一个专为中国人服务的境外租车平台，降低国人出境租车的门槛。租租车联合创始人兼CEO李斌表示，完成B轮融资后将进一步提升中国人出境自驾游的用户体验，此外，租租车已经开始通过其他渠道做分销。在2012年初，租租车就打造全国第一个7*24小时全年无休的中英文境外租车客服中心，旨在能第一时间为自驾旅行者提供及时可靠的服务。目前，租租车已与Avis、Budget、Hertz、Dollar、Thrifty、Enterprise、National、Alamo、Europcar、Sixt等顶级国际租车公司进行合作，至今租租车已在全球近200个国家，与200多家国际租车公司的50000多个门店达成合作伙伴关系。“出境自由行”是未来旅游的一大趋势，出境租车市场潜力巨大。有行业数据显示，2015年出境自驾游人次同比增长130%，市场交易规模达到131.3亿元人民币。“租租车”从租车出行这一细分领域切入，让中国游客通过互联网平台享受快捷的境外租车服务，无疑是“消费升级”大背景下的一个明智选择。
39,近日，中国最大的出境自驾游租车平台租租车（zuzuche.com）宣布完成B、B+轮融资，两轮融资高达7亿人民币，仅用时半年。租租车也一举成为中国在线旅游未上市企业融资金额最高的公司。近日，中国最大的出境自驾游租车平台租租车（zuzuche.com）宣布完成B、B+轮融资，两轮融资高达7亿人民币，仅用时半年。租租车也一举成为中国在线旅游未上市企业融资金额最高的公司。数据显示，2010年中国出境人数为5739万人次，是亚洲最大的出境旅游客源国。到了2015年，中国出境旅游人数已高达1.2亿人次，位居世界第一。2015年中国互联网境外租车市场交易规模达到131.3亿元人民币，2016年交易规模预计将环比增长88.6%，出境自驾游将成为千亿级的在线旅游市场。基于对市场的审慎分析和精准判断，2011年12月，租租车率先上线国际租车服务，成为国内第一个提供境外租车服务的平台。作为此次融资的领投方，广发信德投资总监李鹏程指出，从业务上看，租租车持续保持高速增长，具有很强的投资回报价值。更难得的是超过50%的订单来自老客户和老客户推荐，如此高的用户黏性让投资人比较惊喜。其提供的多项服务如国际驾照认证件、7*24小时双语客服、租车保险、探途离线地图和闪租等都是行业首创，解决了诸多海外自驾的痛点。
40,出境自驾游租车平台租租车CEO李建诚宣布，公司已完成数千万美元的B轮融资，且资金已全部到账，而B+轮融资也在同步进行中。联合创始人李斌表示，公司专注细分市场，依靠大数据分析等科技创新持续提升用户旅行体验，让中国人出境自驾游变得更简单、有趣和安全。据了解，总部位于广州的租租车创建于2011年，创办当年曾获得经纬中国 300 万元人民币的天使投资，2014年9月 获启明创投领投的 1000 万美元 A 轮融资。租租车的模式主要是通过和境外的大型租车公司合作，为出境自驾的中国用户提供目的地租车的搜索以及预订服务。截止目前，租租车平台已经覆盖全球 180 个国家、5000 多个城市、60000 多个门店的自驾游租车，以及配套产品和服务。官方表示，平台上线 5年 来，已为超过 300 万中国游客提供了出境自驾游服务。据悉，目前持中国驾照已可在全世界近 180 个国家和地区租车自驾，出境自驾游逐渐成为高层次旅游需求群体的出行风潮。据统计，2015年 中国互联网境外租车市场交易规模达到 131.3 亿元人民币，2016年 交易规模预计环比增长 88.6%。此外，2015年 出境自驾游人次同比增长 130%，而租租车平台境外租车需求同比增长约为 600%。
41,11月30日消息，国内P2P租车品牌凹凸共享租车宣布获得B轮3亿融资，投资方包括中国太平洋保险、常春藤资本、赫斯特资本、经纬中国以及策源创投 凹凸共享租车创始人兼董事长张文剑表示，本次与太平洋保险合作，将会推动保险对于P2P租车的创新，双方将在业务和产品上进行深度合作 而对于此次资金的用途，他表示：“主要还是用于用户体验和未来整体战略布局之上，包括扩大市场规模 ” 资料显示，凹凸租车成立于2013年，上线于2014年5月，是P2P模式的共享租车平台 通过平台，车主可以将自己的闲置车辆通过平台租给他人使用，租客能够使用车况更好的车辆 目前，凹凸共享租车于，业务已覆盖北、上、广、深等12个热点城市，在线用户突破百万，在线车辆超过10万辆 在凹凸的平台上，车主将自己额外闲置的汽车资产拿出来分享，供有租车需求的人使用，从而让资产再次产生价值 在P2P模式下，车主和租客见面沟通、交流，也有很强的社交属性在里面，这使得租车的标签已经慢慢开始被贴上体验消费和社交的标签 凹凸租车创始人兼CEO陈韦予曾对i黑马表示，现在是重度体验型的时代，用户最终会选择黏在哪个平台，除了便宜和补贴之外，线下运营服务非常关键 凹凸目前依然会将精力放在主营业务上，把P2P租车黏性做强，拉开现有格局 她坦言，凹凸租车已经形成了很强的的竞争壁垒，会抱着开放的心态去看待市场竞争和合作 从代步工具到体验式消费，P2P租车的出现给租车市场的供给端带来了质的变化 在凹凸共享租车平台上，有来自更多新增的供求，如约会、试驾、自驾游、商务用车等体验式消费 另据介绍，凹凸共享租车除了已拿到的3亿人民币B轮融资，其B+轮融资也在紧密进行中，将在短期内完成 
42,天使投资人徐小平一直认为“个人对个人”模式的P2P租车有市场空间，也在苦苦寻找类似的租车公司 而就在聚美优品上市前期，他发现私交甚好的冯波(联创策源创始合伙人)刚好投资了一家上海的企业——凹凸租车   在冯波引荐下，身在美国的徐小平拨通了凹凸租车董事长张文剑的电话，表达了真格基金希望投资的意愿 最终，联创策源联合真格基金给了凹凸租车千万级人民币的天使投资   凹凸租车董事长张文剑为二次创业，之前做门禁系统、一卡通系统等相关的物联网项目近10年时间 他一直想在B2C业务的移动互联网方向做一家更富有想象空间和易复制性的创业项目   捆绑保险公司建立门槛   张文剑最早产生做P2P租车的想法是在2012年底 2013年3月份，凹凸租车创始团队在美国考察了Airbnb、Getaround、Relayrides等几家P2P公司之后，又在国内市场做调研 最终发现，中国有近2亿驾照持有者，而车辆持有数不到1亿 这跟美国“车多人少”的国情恰恰相反 另外，中国现在的汽车保有量即将接近饱和，未来几年国内也不可能制造过多的汽车 所以，他们判断，在中国做P2P租车的商业模式将比美国市场更有前景   张文剑原本以为凹凸租车会成为国内第一家P2P租车公司，但最终却被去年10月份上线的PP租车抢在前面 凹凸租车稍慢一步，2014年5月才正式上线 更没想到的是，之后又有宝驾租车、友友租车两家同质类公司先后上线   不巧的是，凹凸租车刚上线数月，北京市交通委员会下发的《关于严禁汽车租赁企业为非法运营提供便利的通知》(以下简称《通知》)，将整个P2P租车行业的合法性推到风头浪尖 为了证实凹凸租车的合法性，张文剑专门请相关律师对《通知》进行解读 他特意强调：P2P租车只是私家车共享平台，属于信息服务商，而非提供车辆租赁服务，不属于汽车租赁企业   张文剑每走一步都小心谨慎，力图将商业模式运行的风险性降到最低 他解释说，之所以上线过慢在于他们前期力求攻克行业内尚未解决的两个痛点：保险问题和远程监控问题   在保险问题方面，他们花费半年多时间跟保险公司磨合，最终与太平洋保险公司合作，开发出一款覆盖全国范围的全新险种，包括非事故道路救援服务、车管家服务 相比之下，常规的租车公司以年、车为单位保险，而凹凸租车的新险种以人、小时、租借次数为单位 每次租车由租客花40元购买 租车过程中一旦发生严重交通事故，由太平洋保险公司提供足额的赔付，而非像其他租车公司一样“整买零卖”地由租车公司提供赔付   在远程监控方面，凹凸租车不是简单地安装一个GPS，而是在无需改装车辆的情况下，将车辆互联网化，并与元征科技达成排他性战略合作，所开发出的智能硬件“凹凸租车车联网终端设备at-box”，在不用拆车、不用破线的情况下，将at-box插入车辆OBD接口，车主便能随时在手机、PC等任何终端远程监控车况 将车辆互联网化有一定技术门槛，该过程也耗费了凹凸租车不少时间 但张文剑介绍说，行业内一些租车公司采用改装车门安装监控的方式，也会存在一定风险   P2P预颠覆传统租车？   在中国，将闲置的私家车出租出去，到底有没有市场？从租客端来讲，凹凸租车能以低于一嗨租车、神州租车等传统租车公司30%~50%的价格将私家车出租出去，且能提供的车型、颜色更加多样化 这对租客确实有一定吸引力   再看出租方，在私家车尚属奢侈品的中国，到底有多少车主愿意将爱车出租？对此，张文剑的解释是，对于拥有第二辆车的车主来说，私家车已经不再是奢侈品，目前在上海收集车辆确实不存在任何难题 上线三个多月时间的车辆收集数量可能能说明一些问题：第一个月试运营期间，通过媒体、电话等各种渠道收集车辆，第一个月上线了3000多辆，并以每天80辆的速度在增长   这个数据也让张文剑出乎意料 未来，太平洋保险渠道也会为凹凸租车贡献部分车辆 张文剑的目标是整合40万辆车   P2P租车到底市场有多大？与其他P2P租车公司一样，张文剑同样拿出罗兰贝格报告上的一份数据作为佐证：到2015年，中国租车市场规模将达到390亿规模，2011年到2015年年复合增长率为18%；中国5000家汽车租赁公司拥有40万辆车，而中国目前最大的汽车租赁公司拥有55000辆车，只占据租车市场10%左右的份额，可见对车辆市场整合度并不高   但P2P租车公司的劲敌仍然是一嗨、神州、至尊租车等传统的租车公司 目前，三大传统租车公司已经占据70%~80%的市场份额，且在服务标准化、品牌认知度建设等方面已经做得比较到位   但张文剑喊出的口号是：颠覆传统的租车公司 在他看来，尽管传统的租车公司有先入为主的优势，但属于重资产公司，在购买车辆、牌照方面消耗资金较多，可扩张性较差 这也是各大租车公司目前均割据一方的原因   相比之下，类似凹凸租车之类的P2P租车公司的优势在于：轻资产，车型丰富，易扩张 “我们的扩张速度明显快于神州租车等公司 ”张文剑预计，下个月他们拥有的车辆将超过同样以上海为“根据地”的一嗨租车   凹凸租车跟传统租车公司的另一个差异是针对80后和90后消费群体，主打“个性化服务和社交”旗号，在选择车型时通常会更青睐于8万元~50元万的车辆 而传统租车公司的车辆一般会选择10万元以下的车辆   但毫无疑问，凹凸租车也同样面临着运营方面的挑战 张文剑说目前的最大挑战是，能否以最快速度争取到一定市场规模
43,凹凸租车宣布完成C+轮融资，国字头机构参与此轮投资 新闻2017/08/31 动点科技最新获悉：国内共享租车领导品牌凹凸租车宣布完成C+轮融资，由上海国际集团旗下的上海国和现代服务业股权投资管理有限公司（以下简称“国和投资”）投资，泰合资本担任独家财务顾问 据透露，此轮融资将主要用于产品服务升级以及城市扩张 上海国际集团为市属国有独资企业，其投资企业涵盖地方重点金融企业、资产管理机构和产业投资基金等，包括浦发银行、上海信托、国泰君安、上海证券、上投摩根、上港集团等 国和投资是国内首批获得私募基金管理人资格的私募基金管理公司，由上海国际集团于2009年联合浦东陆家嘴集团、通联支付发起设立，旗下管理着多支基金，累计基金管理规模超过人民币100亿元 凹凸租车的市场份额已经超过70% 目前，凹凸租车业务已覆盖北京、上海、广州、深圳、南京、杭州等40个城市，注册用户突破500万，注册车辆超过30万辆，车型逾万款 2014年5月上线后获得了真格，经纬和熊猫以及中信资本等雄厚资本机构的多轮投资
